7208.517498467335,5839.4480095509225,-8108.4142340149065,-1497.6741419587406,-8093.4512136388685,-371.86522252965005,-2817.699074385085,-1310.4463889931938,-6257.736115480972,-1347.6522870937195,-5921.996618842357,-3593.5753659392376,-3190.607237709385,1746.4938313413163,-2755.4725979936975,-24.705069869434922,-1397.0349474574136,1188.4378688929262,-2920.9182471357535,1124.5182433609991,-268.8111944648968,-1098.8087771209541,328.10400900639644,-297.6606134755804,425.9789513080524,2128.134139589466
7211.352138714111,6871.09220074642,-4545.688704087123,1403.0547481122558,-9511.349114572848,-15.189889592867694,-2290.009002912945,-2034.8703925887169,-7206.200094004129,-984.9552194231005,-6366.024778051534,-3054.5976546504185,-5096.237491514851,-2650.9428514411006,-2517.4798718968677,254.44808433475376,-2092.059746291514,405.06999531282844,-2905.045437024868,-172.49043578720418,581.5725837811616,-1130.463582009871,313.8310584849586,-364.636997664812,195.20541627176235,2215.1073255483293
7227.897603852615,8567.914390985647,-3243.832236547676,3582.169741276574,-5526.7854984824335,-1012.0128580938004,-3530.2620501795923,1020.3372263782198,-5898.655791698887,-2456.208309091374,-3764.6820269703817,-184.39939002557514,-2739.053591979064,1516.3689641226667,-555.9093468843897,689.677819137392,-71.34383652111136,1242.2324361467095,-2054.900485786531,-166.42020793090825,761.1125996854953,-860.3233762667597,190.4347195494215,-320.66324785708053,101.92186239482972,2061.4030909150583
8051.412580480762,8221.859088691775,-4451.951901120254,11020.159877318427,-8821.359874702322,1079.224842936388,-1197.3210425203686,4429.180515910462,-7596.264115277309,980.7489610099486,-6256.324433606014,6919.998387951184,-5265.385384286432,-2344.9354632278228,1187.1884638786964,151.58375895120776,-1852.6235598383396,2425.367809952198,-762.1617180669937,-2822.117263181473,1819.5139733380354,-594.0443191542628,49.504280682248165,-268.55243994185287,-41.61299886751872,1847.219407094062
8899.372656323003,6956.710425479977,-12317.267279727084,9334.212414824276,-9977.019867709461,3140.407195052075,-3941.7057048569127,1409.4668832273635,-7865.315942344357,3345.9450662659815,-7266.8747372279195,616.3648592817592,-5463.806677454299,1787.136132412238,-5134.085252615087,928.7164214055385,-2653.538510942926,954.0452047256902,-1454.9745333661497,720.2044479541655,-0.06173293876625596,-175.80716967654894,81.00589230990774,-112.7609818526315,253.33464527554833,626.9384668572701
7357.171406963994,7144.488984358719,-12645.64886011879,-4324.070951259894,-6136.663862971472,-313.20456513482515,-11588.458306579902,-3205.4178823983716,-2449.6619681318098,841.3008236079969,-7427.605688342643,-18.43291249339089,87.02618340190347,3323.5573315193255,1006.2801807958316,3286.6831544751976,-217.6137584156717,295.65783988927717,-424.5110202674121,477.2522843594553,-140.80608598517102,281.80253534879176,136.65567547316857,-14.806504414870899,143.58943412994248,-48.62474834720376
7823.786146041492,6552.292758289698,-14119.684588983439,-5293.0351122568045,-7845.062564647111,-581.4773323614958,-12443.423666313794,-5726.148677433543,-2352.562758050683,-210.33469528156036,-9283.861794645196,640.5955419368714,3013.1071966930253,4902.610283367848,1335.2264798380984,3486.538438173041,-527.1436901072133,-546.7829093556679,-1723.4772032230856,-424.04660652456135,-527.5562913801884,488.7175612528098,232.52194481283055,-78.97649457711128,85.38219203835934,215.8963974443678
7983.24664706447,8182.881570804198,-14859.604769197183,-6384.348026879985,-10172.156695516844,-2499.0662322411627,-12895.05464235899,-3729.9410112661963,-641.4279074793944,874.7325328290217,-9116.058190117816,2026.1341749556425,3320.862935471334,6387.778497682897,-381.0695890886937,-631.1734149754451,-4827.557229151054,-2524.7169726394554,-1096.5794826489266,934.9679418450299,121.25978380044418,298.6593999721821,26.092927777893063,3.265975292123426,252.49138489088617,139.1308093384798
8201.864138178105,6880.8927401945175,-15637.51654725212,-8072.966815743106,-11997.315611909093,-3753.0511039549306,-14498.193170103068,-6154.474625255697,-3438.22658045654,585.8273713514857,-6889.184313601389,3228.1027018310538,3222.6030081177696,4787.6721432403865,-2148.3024768560244,-2242.680893839891,-5634.0510413073325,-2109.331750085342,-564.7173414998192,1834.0552790849376,567.3662287102737,295.25695895089933,-96.24683303542122,51.85577186255171,250.9339248404687,150.48015548770664
7848.981533313981,6079.467823248795,-15038.547645233355,-5725.093898496092,-8265.599914351282,-270.0144146919311,-13518.610231900222,-6845.165540754924,-2483.583305248124,1009.726430942518,-9188.126845430397,54.14776832159265,171.86855711731144,4174.211801724346,609.763183111676,3371.6550490101204,-398.1101279441033,-398.6881299821083,-1791.4750487487192,-1019.982979125445,-1267.5861677829605,-92.47801084377319,35.2639266451251,-21.517941992413654,227.60466963944427,182.5293370464685
