0,0,3,4.66666666666666,3,7.05,5,6.4,4.66666666666666,3.76666666666666
0,0,6,9.66666666666666,9.91666666666666,2.4,1.2,0,4.93333333333333,6.6
0,1.5,1.25,0.666666666666666,7.75,8.2,1.35,9.5,5.1,1.43333333333333
0,2,0.75,5.16666666666666,6.33333333333333,5.9,7.9,6.1,6.7,3.7
0,2.5,4,1.83333333333333,6.16666666666666,9.3,1.15,9.3,4.83333333333333,4
0,3,6.5,9.83333333333333,9.66666666666666,8.2,2.75,6.45,6.9,9.46666666666666
0,3.25,9.25,2.5,6.75,4.25,1.15,3.95,8.83333333333333,6.3
0,4.25,2.5,5.83333333333333,6.33333333333333,4.65,1.3,8.9,4.63333333333333,3.76666666666666
0,5.25,3.25,9.33333333333333,8.75,9.85,2.75,7.7,7.36666666666666,1.6
0,5.25,4,2.33333333333333,8,3.4,3,1.95,7.03333333333333,9.33333333333333
0,6.75,8,9.66666666666666,5.83333333333333,2.6,9.95,0,3.5,4.96666666666666
0,6.75,8.5,9.33333333333333,4.08333333333333,7.2,6.55,9.95,0.8,2.4
0,6.75,8.75,7.5,5.83333333333333,6.65,7.95,6.85,1.36666666666666,5.96666666666666
0,6.75,9,1.83333333333333,5.25,9.7,7.8,6.35,4.3,5.1
0,7.25,1,4.66666666666666,9.66666666666666,4.85,5.85,6,8.26666666666666,1.06666666666666
0,7.75,6.25,4.33333333333333,9.83333333333333,5.15,6.2,6,0.5,1
0,8.25,0.5,0.833333333333333,7.91666666666666,3.75,2.75,2.45,7.1,1.36666666666666
0,8.5,6,2,8.83333333333333,1.95,8.35,9.4,8.96666666666666,0.1
0,8.5,8,7.16666666666666,5.83333333333333,5.3,7.85,6.2,3.43333333333333,4
0,9,3.75,8.5,3.16666666666666,3.45,2.9,1.95,7.2,9.33333333333333
0,9,8.5,1.5,5.83333333333333,2.1,8.7,0.25,6.9,7.03333333333333
0,9.5,9.5,0.333333333333333,8.33333333333333,8.5,6.45,6.45,1.56666666666666,2.2
0,9.5,9.5,0.666666666666666,1.5,3.5,2.6,1.9,6.83333333333333,9.2
1,0.25,1.75,0.166666666666666,2.83333333333333,5.55,9.35,8.4,4.66666666666666,1.26666666666666
1,2.25,1.75,9,1.91666666666666,0.15,2.7,0.35,7.13333333333333,1.56666666666666
1,3.5,9.75,8.33333333333333,6.66666666666666,2.25,0.9,3.9,4.53333333333333,3.7
1,5.75,2.75,4.33333333333333,6.83333333333333,6.75,4.35,8.7,9,3.83333333333333
1,6,3.5,5.83333333333333,8.58333333333333,0.9,2.5,6.65,6.83333333333333,4.36666666666666
1,6,9.5,6,8.16666666666666,9.55,0.65,1.65,2.6,9.43333333333333
1,7.5,3.5,1.66666666666666,5.83333333333333,2.85,0.1,1.55,6.86666666666666,9.4
1,8.5,2.75,1.66666666666666,3.25,7,7.85,9.3,0.1,4.06666666666666
1,8.5,6.75,4.16666666666666,5.33333333333333,8.6,2.3,9.4,0.2,9.36666666666666
1,8.5,8.25,2,6.58333333333333,6.9,1,4.05,9.2,6.33333333333333
1,8.75,0.75,1,5.75,9.95,0.05,1.7,3.2,9.53333333333333
1,8.75,5.75,0.333333333333333,9.08333333333333,0.5,6.55,7.15,1.56666666666666,2.16666666666666
1,8.75,8.25,9.16666666666666,9.83333333333333,3.45,2.5,1.85,6.76666666666666,9.3
1,9,1.25,1,4.25,3.7,5.85,6.05,4.83333333333333,8.8
1,9,9.25,9.66666666666666,1.16666666666666,0.25,6.6,6.75,5.16666666666666,2.03333333333333
1,9,9.75,9.5,3.33333333333333,6.75,2.75,0.8,7.06666666666666,8.8
1,9.25,4.25,0,9.83333333333333,9.9,9.1,1.55,2.63333333333333,8.83333333333333
1,9.25,9.75,3.83333333333333,5.83333333333333,0.75,6.5,7,4.5,1.76666666666666
1,9.5,0.75,1,5.5,8.75,0.05,1.85,1.1,4.13333333333333
1,9.5,9.5,1.83333333333333,2.5,5.75,6.6,7.05,1.53333333333333,2.3
1,9.75,2.25,7.83333333333333,4.91666666666666,9.75,2.95,6,7.3,1.6
1,9.75,8.75,7.83333333333333,8.25,9.25,9.5,1.65,2.56666666666666,6.3
2,0.25,0.25,0.166666666666666,2.5,9.25,2.85,6.65,3.16666666666666,0.966666666666666
2,0.5,3,0.333333333333333,9.75,1.55,4.7,8.6,9.63333333333333,9.46666666666666
2,1.5,8,2.83333333333333,9.16666666666666,8,0.9,3.9,8.8,1.46666666666666
2,2.5,5.75,7.16666666666666,5.33333333333333,9.35,0.2,2.3,7.33333333333333,9.26666666666666
2,2.5,6.25,5.5,4.33333333333333,2.2,2.95,6,7.26666666666666,6.63333333333333
2,3,6.5,9.83333333333333,0.916666666666666,9.1,0.15,2.35,2.73333333333333,1.6
2,3.5,9.75,9.83333333333333,6,9.45,0,2.4,3.1,9.8
2,4.75,0,0.333333333333333,5.83333333333333,9.95,0,1.75,2.93333333333333,9.43333333333333
2,4.75,0.5,0.833333333333333,4.5,3.45,2.75,2.1,1.4,9.7
2,4.75,2.5,9.5,0.416666666666666,3.5,9.95,2,6.96666666666666,9.36666666666666
2,5.25,3.5,6.33333333333333,5.58333333333333,9.8,6.05,2.2,9.53333333333333,9.33333333333333
2,5.25,4.25,3,9.58333333333333,9.1,0.95,2.2,3.3,9.76666666666666
2,7,8.5,6,9.83333333333333,5.05,3.15,6.1,0.833333333333333,1.23333333333333
2,7.75,9.75,0,5.08333333333333,5.8,6.05,4.25,9.7,1.56666666666666
2,8.25,9.75,9.83333333333333,5.66666666666666,3.45,7.6,6.55,9.2,9.3
2,8.5,6.75,1.5,8.33333333333333,9.9,1.5,2.7,3.5,1.86666666666666
2,8.5,9,0.5,8.08333333333333,9.85,3.3,2.7,3.5,6.9
2,8.5,9,5.5,9.75,1.5,8.1,2.95,9.56666666666666,1.83333333333333
2,8.75,4.25,3.83333333333333,3.58333333333333,3.4,8.95,1.75,7.2,9.33333333333333
2,9,8.75,9.16666666666666,0.666666666666666,9.4,0.1,2.2,3.13333333333333,3.9
2,9.5,0.5,0,5.08333333333333,9.95,6.5,3.95,3.26666666666666,1.7
3,0,1.25,0.166666666666666,5.83333333333333,5.45,2.4,6.5,6.86666666666666,6.6
3,0,6.5,6.5,3.16666666666666,9.75,0.65,2.15,2.96666666666666,9.4
