genre,number of features,features respectively
classical,11,0.0,0.0,0.3,0.4666666666666667,0.3,0.705,0.5,0.64,0.4666666666666667,0.37666666666666665,0.945
classical,11,0.0,0.0,0.6,0.9666666666666667,0.9916666666666667,0.24,0.12,0.0,0.49333333333333335,0.66,0.875
classical,11,0.0,0.15,0.125,0.06666666666666667,0.775,0.82,0.135,0.95,0.51,0.14333333333333334,0.665
classical,11,0.0,0.2,0.075,0.5166666666666667,0.6333333333333333,0.59,0.79,0.61,0.67,0.37,0.285
classical,11,0.0,0.25,0.4,0.18333333333333332,0.6166666666666667,0.93,0.115,0.93,0.48333333333333334,0.4,0.9
classical,11,0.0,0.3,0.65,0.9833333333333333,0.9666666666666667,0.82,0.275,0.645,0.69,0.9466666666666667,0.32
classical,11,0.0,0.325,0.925,0.25,0.675,0.425,0.115,0.395,0.8833333333333333,0.63,0.275
classical,11,0.0,0.425,0.25,0.5833333333333334,0.6333333333333333,0.465,0.13,0.89,0.4633333333333333,0.37666666666666665,0.83
classical,11,0.0,0.525,0.325,0.9333333333333333,0.875,0.985,0.275,0.77,0.7366666666666667,0.16,0.33
classical,11,0.0,0.525,0.4,0.23333333333333334,0.8,0.34,0.3,0.195,0.7033333333333334,0.9333333333333333,0.39
classical,11,0.0,0.675,0.8,0.9666666666666667,0.5833333333333334,0.26,0.995,0.0,0.35,0.49666666666666665,0.815
classical,11,0.0,0.675,0.85,0.9333333333333333,0.4083333333333333,0.72,0.655,0.995,0.08,0.24,0.385
classical,11,0.0,0.675,0.875,0.75,0.5833333333333334,0.665,0.795,0.685,0.13666666666666666,0.5966666666666667,0.265
classical,11,0.0,0.675,0.9,0.18333333333333332,0.525,0.97,0.78,0.635,0.43,0.51,0.455
classical,11,0.0,0.725,0.1,0.4666666666666667,0.9666666666666667,0.485,0.585,0.6,0.8266666666666667,0.10666666666666667,0.265
classical,11,0.0,0.775,0.625,0.43333333333333335,0.9833333333333333,0.515,0.62,0.6,0.05,0.1,0.2
classical,11,0.0,0.825,0.05,0.08333333333333333,0.7916666666666666,0.375,0.275,0.245,0.71,0.13666666666666666,0.365
classical,11,0.0,0.85,0.6,0.2,0.8833333333333333,0.195,0.835,0.94,0.8966666666666666,0.01,0.905
classical,11,0.0,0.85,0.8,0.7166666666666667,0.5833333333333334,0.53,0.785,0.62,0.3433333333333333,0.4,0.92
classical,11,0.0,0.9,0.375,0.85,0.31666666666666665,0.345,0.29,0.195,0.72,0.9333333333333333,0.315
classical,11,0.0,0.9,0.85,0.15,0.5833333333333334,0.21,0.87,0.025,0.69,0.7033333333333334,0.3
classical,11,0.0,0.95,0.95,0.03333333333333333,0.8333333333333334,0.85,0.645,0.645,0.15666666666666668,0.22,0.52
classical,11,0.0,0.95,0.95,0.06666666666666667,0.15,0.35,0.26,0.19,0.6833333333333333,0.92,0.325
classical,11,0.1,0.025,0.175,0.016666666666666666,0.2833333333333333,0.555,0.935,0.84,0.4666666666666667,0.12666666666666668,0.225
classical,11,0.1,0.225,0.175,0.9,0.19166666666666668,0.015,0.27,0.035,0.7133333333333334,0.15666666666666668,0.3
classical,11,0.1,0.35,0.975,0.8333333333333334,0.6666666666666666,0.225,0.09,0.39,0.4533333333333333,0.37,0.54
classical,11,0.1,0.575,0.275,0.43333333333333335,0.6833333333333333,0.675,0.435,0.87,0.9,0.38333333333333336,0.13
classical,11,0.1,0.6,0.35,0.5833333333333334,0.8583333333333333,0.09,0.25,0.665,0.6833333333333333,0.43666666666666665,0.99
classical,11,0.1,0.6,0.95,0.6,0.8166666666666667,0.955,0.065,0.165,0.26,0.9433333333333334,0.375
classical,11,0.1,0.75,0.35,0.16666666666666666,0.5833333333333334,0.285,0.01,0.155,0.6866666666666666,0.94,0.995
classical,11,0.1,0.85,0.275,0.16666666666666666,0.325,0.7,0.785,0.93,0.01,0.4066666666666667,0.035
classical,11,0.1,0.85,0.675,0.4166666666666667,0.5333333333333333,0.86,0.23,0.94,0.02,0.9366666666666666,0.315
classical,11,0.1,0.85,0.825,0.2,0.6583333333333333,0.69,0.1,0.405,0.92,0.6333333333333333,0.855
classical,11,0.1,0.875,0.075,0.1,0.575,0.995,0.005,0.17,0.32,0.9533333333333334,0.935
classical,11,0.1,0.875,0.575,0.03333333333333333,0.9083333333333333,0.05,0.655,0.715,0.15666666666666668,0.21666666666666667,0.475
classical,11,0.1,0.875,0.825,0.9166666666666666,0.9833333333333333,0.345,0.25,0.185,0.6766666666666666,0.93,0.285
classical,11,0.1,0.9,0.125,0.1,0.425,0.37,0.585,0.605,0.48333333333333334,0.88,0.75
classical,11,0.1,0.9,0.925,0.9666666666666667,0.11666666666666667,0.025,0.66,0.675,0.5166666666666667,0.20333333333333334,0.945
classical,11,0.1,0.9,0.975,0.95,0.3333333333333333,0.675,0.275,0.08,0.7066666666666667,0.88,0.465
classical,11,0.1,0.925,0.425,0.0,0.9833333333333333,0.99,0.91,0.155,0.2633333333333333,0.8833333333333333,0.295
classical,11,0.1,0.925,0.975,0.38333333333333336,0.5833333333333334,0.075,0.65,0.7,0.45,0.17666666666666667,0.93
classical,11,0.1,0.95,0.075,0.1,0.55,0.875,0.005,0.185,0.11,0.41333333333333333,0.86
classical,11,0.1,0.95,0.95,0.18333333333333332,0.25,0.575,0.66,0.705,0.15333333333333332,0.23,0.51
classical,11,0.1,0.975,0.225,0.7833333333333333,0.49166666666666664,0.975,0.295,0.6,0.73,0.16,0.9
classical,11,0.1,0.975,0.875,0.7833333333333333,0.825,0.925,0.95,0.165,0.25666666666666665,0.63,0.305
classical,11,0.2,0.025,0.025,0.016666666666666666,0.25,0.925,0.285,0.665,0.31666666666666665,0.09666666666666666,0.82
classical,11,0.2,0.05,0.3,0.03333333333333333,0.975,0.155,0.47,0.86,0.9633333333333334,0.9466666666666667,0.97
classical,11,0.2,0.15,0.8,0.2833333333333333,0.9166666666666666,0.8,0.09,0.39,0.88,0.14666666666666667,0.275
classical,11,0.2,0.25,0.575,0.7166666666666667,0.5333333333333333,0.935,0.02,0.23,0.7333333333333333,0.9266666666666666,0.175
classical,11,0.2,0.25,0.625,0.55,0.43333333333333335,0.22,0.295,0.6,0.7266666666666667,0.6633333333333333,0.88
classical,11,0.2,0.3,0.65,0.9833333333333333,0.09166666666666666,0.91,0.015,0.235,0.2733333333333333,0.16,0.265
classical,11,0.2,0.35,0.975,0.9833333333333333,0.6,0.945,0.0,0.24,0.31,0.98,0.93
classical,11,0.2,0.475,0.0,0.03333333333333333,0.5833333333333334,0.995,0.0,0.175,0.29333333333333333,0.9433333333333334,0.48
classical,11,0.2,0.475,0.05,0.08333333333333333,0.45,0.345,0.275,0.21,0.14,0.97,0.355
classical,11,0.2,0.475,0.25,0.95,0.041666666666666664,0.35,0.995,0.2,0.6966666666666667,0.9366666666666666,0.885
classical,11,0.2,0.525,0.35,0.6333333333333333,0.5583333333333333,0.98,0.605,0.22,0.9533333333333334,0.9333333333333333,0.32
classical,11,0.2,0.525,0.425,0.3,0.9583333333333334,0.91,0.095,0.22,0.33,0.9766666666666667,0.975
classical,11,0.2,0.7,0.85,0.6,0.9833333333333333,0.505,0.315,0.61,0.08333333333333333,0.12333333333333334,0.2
classical,11,0.2,0.775,0.975,0.0,0.5083333333333333,0.58,0.605,0.425,0.97,0.15666666666666668,0.37
classical,11,0.2,0.825,0.975,0.9833333333333333,0.5666666666666667,0.345,0.76,0.655,0.92,0.93,0.995
classical,11,0.2,0.85,0.675,0.15,0.8333333333333334,0.99,0.15,0.27,0.35,0.18666666666666668,0.94
classical,11,0.2,0.85,0.9,0.05,0.8083333333333333,0.985,0.33,0.27,0.35,0.69,0.895
classical,11,0.2,0.85,0.9,0.55,0.975,0.15,0.81,0.295,0.9566666666666667,0.18333333333333332,0.31
classical,11,0.2,0.875,0.425,0.38333333333333336,0.35833333333333334,0.34,0.895,0.175,0.72,0.9333333333333333,0.375
classical,11,0.2,0.9,0.875,0.9166666666666666,0.06666666666666667,0.94,0.01,0.22,0.31333333333333335,0.39,0.655
classical,11,0.2,0.95,0.05,0.0,0.5083333333333333,0.995,0.65,0.395,0.32666666666666666,0.17,0.38
classical,11,0.3,0.0,0.125,0.016666666666666666,0.5833333333333334,0.545,0.24,0.65,0.6866666666666666,0.66,0.2
classical,11,0.3,0.0,0.65,0.65,0.31666666666666665,0.975,0.065,0.215,0.2966666666666667,0.94,0.715
classical,11,0.3,0.025,0.125,0.016666666666666666,0.35,0.975,0.305,0.875,0.0,0.33666666666666667,0.975
classical,11,0.3,0.025,0.15,0.016666666666666666,0.5833333333333334,0.22,0.935,0.845,0.44333333333333336,0.61,0.175
classical,11,0.3,0.05,0.25,0.8,0.9916666666666667,0.235,0.12,0.42,0.4766666666666667,0.6633333333333333,0.335
classical,11,0.3,0.225,0.825,0.3333333333333333,0.525,0.24,0.58,0.85,0.89,0.11,0.28
classical,11,0.3,0.325,0.25,0.45,0.7833333333333333,0.045,0.22,0.15,0.26,0.9033333333333333,0.77
classical,11,0.3,0.4,0.475,0.4,0.16666666666666666,0.81,0.125,0.42,0.47333333333333333,0.38,0.81
classical,11,0.3,0.425,0.15,0.016666666666666666,0.1,0.99,0.265,0.655,0.6966666666666667,0.65,0.32
classical,11,0.3,0.575,0.3,0.45,0.8,0.95,0.245,0.15,0.6533333333333333,0.09666666666666666,0.705
classical,11,0.3,0.575,0.425,0.23333333333333334,0.15833333333333333,0.675,0.44,0.86,0.9033333333333333,0.36666666666666664,0.345
classical,11,0.3,0.575,0.425,0.8,0.65,0.22,0.975,0.885,0.4633333333333333,0.6366666666666667,0.535
classical,11,0.3,0.575,0.975,0.25,0.4,0.8,0.58,0.0,0.8733333333333333,0.62,0.28
classical,11,0.3,0.625,0.5,0.65,0.5916666666666667,0.135,0.015,0.88,0.30333333333333334,0.92,0.82
classical,11,0.3,0.625,0.825,0.03333333333333333,0.975,0.24,0.25,0.18,0.6666666666666666,0.41,0.335
classical,11,0.3,0.725,0.475,0.31666666666666665,0.0,0.505,0.91,0.305,0.6466666666666666,0.93,0.795
classical,11,0.3,0.775,0.425,0.4666666666666667,0.0,0.545,0.965,0.78,0.8766666666666667,0.6266666666666667,0.84
classical,11,0.3,0.8,0.275,0.5166666666666667,0.9666666666666667,0.505,0.62,0.595,0.62,0.11,0.195
classical,11,0.3,0.8,0.375,0.08333333333333333,0.6333333333333333,0.905,0.745,0.19,0.47333333333333333,0.35333333333333333,0.845
classical,11,0.3,0.825,0.15,0.06666666666666667,0.7666666666666667,0.585,0.3,0.66,0.12,0.6633333333333333,0.35
classical,11,0.3,0.825,0.875,0.9666666666666667,0.25,0.58,0.665,0.5,0.16666666666666666,0.20333333333333334,0.475
classical,11,0.3,0.85,0.775,0.6,0.9583333333333334,0.15,0.825,0.3,0.9666666666666667,0.98,0.955
classical,11,0.3,0.875,0.475,0.4666666666666667,0.6,0.145,0.77,0.275,0.2833333333333333,0.44333333333333336,0.92
classical,11,0.3,0.875,0.6,0.7333333333333333,0.4,0.845,0.0,0.305,0.66,0.5866666666666667,0.305
classical,11,0.3,0.9,0.275,0.9333333333333333,0.3333333333333333,0.73,0.82,0.915,0.0033333333333333335,0.4166666666666667,0.025
classical,11,0.3,0.9,0.55,0.43333333333333335,0.9333333333333333,0.21,0.945,0.205,0.5233333333333333,0.6933333333333334,0.28
